"","LAT","LONG","seasonal","tempWarmest","tempColdest","preciWettest","preciDriest","preciCV","PAR_SPRING","growingL","conseqCold","conseqFrFree","RelHumidSp","dayLSp","aridity"
"7062",50.2981,8.26607,6290,231,-21,64,40,15,68.24028,8,19.46,188.62,79.9151,12.981499,0.99699998
"7123",50.1721,8.38912,6253,216,-34,75,50,13,68.24028,8,18.6,195.94,79.9151,12.981499,1.13699996
"7128",58.3,25.3,8290,210,-92,74,28,30,72.199997,7,53.82,149.69,79.577301,13.338199,1.13600004
"7145",46.5,6.08,6220,206,-53,137,91,12,81.120834,8,14.94,212.86,72.500701,12.852199,1.70000005
"7147",50.584,8.67825,6426,235,-23,70,42,13,68.24028,8,17.49,191.95,78.895401,13.000599,1.02100003
"7166",51.25,5.9,5586,222,-3,74,50,12,69.599998,9,9.35,195.65,80.035697,13.0204,1.10000002
"7255",50.95,7.5,5835,215,-19,86,57,13,68.619446,8,15.54,89.41,77.934097,13.001199,1.227
"7275",51.0581,13.2995,6730,221,-38,79,36,26,69.230553,7,24.55,152.95,77.448196,13.020799,0.85600001
"7258",50.5,8.5,6322,227,-25,70,46,11,68.24028,9,18.89,191.02,78.895401,13.0009,1.04200006
"7291",38.07,13.22,5873,268,37,81,8,54,110.655556,7,0,357.69,45.990299,12.637399,0.51800001
"7310",50.1448,8.60706,6409,243,-19,68,39,16,68.24028,9,18.6,195.94,83.736,12.980999,0.90100002
"7333",46.5438,11.5614,6959,229,-74,109,30,42,89.144447,5,19.38,182.58,71.3385,12.852199,1.20899999
"7411",47.9299,10.8134,6442,214,-47,126,56,32,83.3125,8,14.74,181.99,81.781402,12.9052,1.49100006
"178",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"378",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"8241",55.9473,13.821,6204,198,-34,74,39,20,71.57222,8,18.3,165.6,72.019203,13.221899,1.23300004
"6988",40.31,-3.22,6632,304,2,55,13,33,93.27639,7,1.12,231.42,63.912101,12.688799,0.417
"8256",56.4,12.9,6325,193,-51,88,41,24,72.743057,8,18.07,175.14,73.033798,13.2475,1.39699996
"7344",47.6667,9.5,6722,237,-32,127,54,30,80.554169,8,13.87,205,81.642097,12.8871,1.39400005
"8231",56.3,16,6513,212,-31,62,31,22,80.493057,7,27.94,164.21,72.152702,13.2213,0.92500001
"8271",50.5,9.5,6402,216,-42,84,46,16,68.24028,8,16.05,182.54,79.3404,13.0003,1.17200005
"8275",49,0.5,5023,223,0,74,49,14,71.686111,9,7.57,203.98,78.422302,12.942399,1.18200004
"8420",50.0667,8.5333,6510,244,-21,66,37,18,68.24028,9,17.46,196.89,83.736,12.980999,0.90100002
"8283",55.76,14.12,6129,198,-27,68,35,20,79.0625,8,20.22,181.7,70.9589,13.196999,1.05599999
"8284",49.4112,16.2815,6981,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"6008",49.1,16.2,7168,237,-52,82,29,38,74.837502,8,30.53,188.62,74.044799,12.9426,0.671
"8422",56.06,14.29,6246,205,-27,69,34,21,70.53611,7,23.58,192.69,70.9589,13.2213,0.99800003
"8296",53.5,10.5,6380,226,-30,74,39,18,66.390274,8,17.62,144.99,77.498298,13.1048,1.07299995
"8297",46.5,6.08,6220,206,-53,137,91,12,81.120834,8,14.94,212.86,72.500701,12.852199,1.70000005
"8300",47,15.5,7651,252,-66,123,31,43,82.701386,9,15.39,199.51,75.346702,12.8694,1.38
"8235",48.8,17.1,7361,254,-45,84,31,36,77.89167,8,20.19,187.92,73.3982,12.923899,0.68199998
"8306",56.1,13.74,6245,203,-33,74,38,22,72.743057,7,19.11,164.5,71.525199,13.221899,1.26300001
"8310",52.24,9.44,5999,215,-25,80,48,16,66.05278,8,18.19,153.79,77.041496,13.061499,1.26999998
"8236",49.33,15.76,6907,219,-59,91,33,38,73.756943,8,28.84,176.39,75.014999,12.942399,0.889
"8311",47.5,11.5,6208,166,-90,152,58,34,83.3125,6,23.7,170.69,61.338699,12.8872,1.92799997
"8314",47,14,6251,155,-104,163,77,24,82.701386,8,25.55,166.71,61.504299,12.8694,2.82500005
"8239",51,7,5942,235,-8,83,52,16,68.619446,9,11.67,171.92,82.069503,13.020899,1.19400001
"8240",55.705,13.196,6144,201,-28,68,35,21,71.57222,8,16.05,154.32,71.894096,13.199299,1.13800001
"8323",57,-4,5006,165,-49,155,78,23,61.448612,7,8.95,60.9,82.140602,13.274499,3.86800003
"8242",56.1494,15.7884,6448,212,-28,62,32,21,70.53611,7,25.57,168.04,71.765899,13.2213,0.956
"8325",50,19.3,7755,244,-67,102,33,40,70.306946,7,22.07,172.19,73.609001,12.980899,1.24600005
"8326",56.0328,14.775,6220,205,-26,65,34,20,70.53611,7,25.12,205.67,71.120597,13.220999,0.96600002
"8222",56.0328,14.775,6220,205,-26,65,34,20,70.53611,7,25.12,205.67,71.120597,13.220999,0.96600002
"8430",52.25,4.5667,5273,206,1,88,44,21,76.09861,9,6.06,228.84,79.236999,13.061499,1.31200004
"8335",55.71,13.2,6137,200,-29,69,35,21,71.57222,8,16.05,154.32,71.894096,13.199299,1.13800001
"8343",47.5,1.5,5608,246,3,62,49,8,75.354164,8,6.66,176.45,86.028297,12.8871,0.85900003
"6074",56.4573,16.1408,6554,214,-31,61,30,22,80.493057,7,32.36,175.29,72.152702,13.2472,0.90100002
"8351",60.25,18.37,7537,209,-75,69,28,30,76.22361,7,39.48,142.64,78.923896,13.514499,0.92900002
"8353",38.07,13.22,5873,268,37,81,8,54,110.655556,7,0,357.69,45.990299,12.637399,0.51800001
"8354",58,56.3167,11462,234,-185,78,25,34,72.761108,6,113.28,119.9,72.711997,13.3367,1.06599998
"7296",59,29,8954,219,-107,85,30,32,71.025002,7,59.98,141.95,80.303497,13.373499,1.22500002
"8365",49,16,7127,240,-49,83,30,37,77.89167,7,21.94,198.06,75.014999,12.942399,0.72799999
"8376",62.69,18,8445,206,-118,77,40,24,74.995834,6,37.6,112.09,88.130798,13.7902,1.42799997
"8378",49.49,14.24,7002,229,-55,89,35,34,73.756943,8,22.39,175.58,77.230697,12.9615,0.80500001
"8412",49.1833,15.8833,6993,226,-57,88,32,38,73.756943,8,31.45,184.14,75.014999,12.942399,0.84299999
"8387",59,18,7114,220,-44,59,24,28,80.28611,7,35.27,194.81,76.296203,13.3703,0.79100001
"6243",55.95,13.85,6182,198,-33,73,38,20,71.57222,8,18.3,165.6,71.525199,13.221899,1.15699995
"7507",48.6103,2.3086,5629,243,5,60,44,8,73.112503,8,7.44,212.36,84.5186,12.923899,0.87400001
"7343",52.5339,13.181,6877,238,-32,68,35,21,68.056946,8,17.51,175.21,80.529197,13.062,0.82300001
"6005",49.4112,16.2815,6981,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"5729",54.7,-3.4,4424,187,-2,110,58,22,60.227779,8,5.47,189.17,81.769401,13.151399,3.32399988
"5380",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5381",54.4,-3,4614,188,-7,118,63,22,60.227779,8,7,165.85,80.364997,13.152799,6.15600014
"5565",54.6,-3.1,4535,184,-10,117,63,22,60.227779,8,5.12,207.64,80.364997,13.152799,6.41300011
"7011",49.6803,8.6161,6534,247,-19,72,40,19,74.673615,9,16.39,194.17,83.736,12.9617,0.89300001
"7199",50.95,6.9666,5943,235,-8,83,52,17,68.619446,9,11.67,171.92,82.069503,13.001199,1.19400001
"7224",50.3833,8.0666,6228,233,-18,63,39,15,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7277",50.2,8.5833,6409,237,-23,69,42,14,68.24028,9,18.6,195.94,79.9151,12.980999,1.02400005
"7490",51.2878,0.0565,4893,215,0,73,47,15,71.040276,10,5.46,219.83,78.472,13.020199,1.29799998
"7492",51.4167,-1.7167,4725,209,0,73,44,17,65.756943,9,4.96,216.07,79.103698,13.0206,1.278
"7300",41.5,2.25,5313,273,53,86,32,26,95.711113,8,0.19,310.54,64.327903,12.715499,0.59200001
"7408",52.3,9.3,5967,217,-23,79,47,16,66.05278,8,15.29,180.36,77.041496,13.061499,1.26999998
"7418",47.3667,8.55,6383,234,-23,132,65,26,80.554169,8,17.3,214.46,82.862998,12.8871,1.67999995
"5887",49.4112,16.2815,6981,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"5987",49.4112,16.2815,6981,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"173",47.3833,5.31667,6318,250,-12,78,52,13,77.893059,9,11.31,207.69,81.966499,12.8871,1.11000001
"357",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"258",46.65,-0.25,5306,241,9,88,47,18,80.11528,9,4.66,220.86,78.076301,12.8694,1.09899998
"374",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"94",47.7,6.81667,6400,240,-24,94,66,12,78.190277,8,14.46,200.85,82.044601,12.8872,1.44599998
"6188",55.7683,14.1386,6140,198,-27,68,35,20,79.0625,8,20.22,181.7,70.9589,13.196999,1.05599999
"5207",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"6448",49.3853,16.2544,6974,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"8312",50.5,7.5,5946,221,-18,75,47,15,68.619446,8,18.36,154.2,77.934097,13.001199,1.01999998
"8313",49,15,7016,232,-54,97,37,36,75.006943,8,27.63,155.91,76.111099,12.942299,0.95700002
"8334",55.71,13.2,6137,200,-29,69,35,21,71.57222,8,16.05,154.32,71.894096,13.199299,1.13800001
"8337",44,12.37,6678,282,1,83,48,17,83.809723,9,3.17,234.42,73.284698,12.7875,0.917
"8357",41.5,2.25,5313,273,53,86,32,26,95.711113,8,0.19,310.54,64.327903,12.715499,0.59200001
"8366",50.5,8.5,6322,227,-25,70,46,11,68.24028,9,18.89,191.02,78.895401,13.0009,1.04200006
"8411",50.5,8.5,6322,227,-25,70,46,11,68.24028,9,18.89,191.02,78.895401,13.0009,1.04200006
"8388",52,36,10000,239,-121,81,33,26,76.243057,7,82.24,181.87,71.0363,13.040699,0.90200001
"8395",45,7.5,7250,285,-16,100,38,27,80.934723,10,8.79,226.12,80.273696,12.803,1.01999998
"7014",56.5459,-4.79821,4573,180,-12,230,92,30,60.950001,6,7.47,81.19,82.783897,13.246899,6.40700006
"7035",48,19,7536,243,-63,84,40,24,78.762497,8,21.36,191.86,73.644401,12.9052,0.86199999
"7498",50.35,-3.5833,4200,203,22,102,49,25,75.33889,14,1.57,267.75,80.447601,12.9812,1.74199998
"7506",48.6103,2.3086,5629,243,5,60,44,8,73.112503,8,7.44,212.36,84.5186,12.923899,0.87400001
"7390",51.9666,5.6666,5465,215,-6,75,48,14,69.599998,9,8.9,185.86,79.4533,13.040599,1.21599996
"7284",44.7203,22.3955,7795,279,-33,84,39,26,78.612503,8,14.19,216.4,84.271697,12.803,0.85799998
"7081",40.2077,-8.42639,4257,289,62,128,9,53,99.977776,9,-0.01,342.31,79.443702,12.688699,0.91799998
"8243",43.7703,11.2547,6701,309,19,113,35,25,85.219444,9,5.77,240.51,79.982803,12.772399,0.898
"100000",54.6833,25.3167,8313,224,-87,81,33,26,70.083336,7,52.01,150.37,81.693901,13.149999,1.10800004
"6906",40.2077,-8.42639,4257,289,62,128,9,53,99.977776,9,-0.01,342.31,79.443702,12.688699,0.91799998
"8266",55.86,13.51,6204,201,-31,71,37,22,71.57222,8,17.22,157.62,71.525199,13.221899,1.24399996
"6897",45,1.3,5456,259,3,91,56,12,82.765274,9,3.77,200.41,78.367698,12.803099,1.08500004
"6898",51.2167,4.4,5476,221,-1,77,49,12,69.599998,9,6.69,198.44,79.524101,13.020199,1.14100003
"6907",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"7438",61.36,34.15,9455,204,-154,91,26,35,68.798615,6,105.79,137.17,75.2667,13.6455,1.34800005
"6910",37.3,15,5457,316,61,108,4,72,99.690277,8,0,313.15,75.508598,12.612799,0.384
"6913",62.877,18.177,8592,205,-126,74,38,24,74.995834,6,37.6,112.09,88.130798,13.869099,1.39499998
"6914",55.949444,-3.160278,4239,189,-4,73,45,16,63.013889,8,5.81,41.33,80.246101,13.2227,1.21800005
"6918",63.0165,18.3174,8719,205,-131,74,37,24,66.597221,6,43.9,96.62,88.130798,13.8688,1.41400003
"6919",50.3,8,6091,214,-29,73,48,13,68.24028,8,19.41,182.44,79.509201,12.981499,1.01800001
"8214",49,2,5439,234,3,61,44,9,73.112503,8,8.27,229.05,78.920799,12.942799,0.93599999
"6924",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"8424",35,77,9650,126,-268,13,2,52,100.175003,2,30.6,249.57,41.220901,12.565699,0.23
"6933",41.59,2.49,5347,268,47,99,36,24,95.711113,10,0.09,298.29,64.327903,12.715499,0.71399999
"7520",49.38,16.81,7002,216,-64,93,31,40,74.837502,8,27.69,193.51,74.044799,12.9622,0.91000003
"7521",49.38,16.81,7002,216,-64,93,31,40,74.837502,8,27.69,193.51,74.044799,12.9622,0.91000003
"6936",46,3.3,5819,253,-12,85,38,27,77.119446,9,7.01,196.98,80.8684,12.835399,0.87900001
"7522",44.15,9.65,5694,280,42,126,25,36,87.459724,10,6.45,281.15,81.793197,12.787599,1.205
"6937",49,9.3,6444,242,-22,85,38,27,75.231941,8,17.24,186.25,80.858497,12.942399,0.96600002
"6939",32.34,22.46,4491,286,60,33,0,93,112.702774,4,-0.02,357.54,42.43,12.5093,0.26300001
"6900",63.324,18.484,8845,206,-137,72,35,25,66.597221,6,48.31,86.62,86.811302,13.8688,1.34800005
"6901",63.324,18.484,8845,206,-137,72,35,25,66.597221,6,48.31,86.62,86.811302,13.8688,1.34800005
"6009",62.877,18.177,8592,205,-126,74,38,24,74.995834,6,37.6,112.09,88.130798,13.869099,1.39499998
"6915",50.3,6.3,5701,192,-30,116,69,15,68.619446,8,14.45,202.69,78.751899,12.980899,1.61199999
"6917",63.0165,18.3174,8719,205,-131,74,37,24,66.597221,6,43.9,96.62,88.130798,13.8688,1.41400003
"6922",50.3,8,6091,214,-29,73,48,13,68.24028,8,19.41,182.44,79.509201,12.981499,1.01800001
"6923",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"6930",49.5,73.1,13022,270,-201,38,17,28,87.247223,11,101.52,108.04,62.739299,12.9623,0.34799999
"6940",50.3,8.3,6249,222,-27,69,45,13,68.24028,8,19.46,188.62,79.9151,12.981499,0.99699998
"6942",50,10,6718,238,-34,74,38,18,74.022224,8,17.1,181.34,80.331703,12.9806,1.05700004
"6943",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"7518",56.1509,15.7735,6444,212,-27,62,32,21,70.53611,7,25.57,168.04,71.765899,13.2213,0.956
"8213",43.25,-6,4280,246,24,114,41,28,77.668053,9,1.23,289.56,80.736,12.757699,1.19299996
"6951",49.42,16.36,7083,227,-57,85,28,41,74.837502,8,32.73,182.5,74.044799,12.961799,0.85799998
"6958",46,3.3,5819,253,-12,85,38,27,77.119446,9,7.01,196.98,80.8684,12.835399,0.87900001
"7305",53.476,10.6065,6419,227,-29,72,38,18,66.390274,8,17.89,128.73,77.498298,13.1048,1.05400002
"7376",45,7.5,7250,285,-16,100,38,27,80.934723,10,8.79,226.12,80.273696,12.803,1.01999998
"7386",50.1946,8.74639,6404,247,-18,69,39,16,68.24028,9,17.45,199.73,83.736,12.980999,0.96100003
"7404",52.6,10.0667,6136,227,-21,71,38,19,66.222221,8,16.97,167.14,79.736099,13.082799,1.08800006
"7403",47.25,8.26,6186,219,-31,145,71,27,80.554169,8,17.79,205.29,82.862998,12.8872,1.77900004
"7457",56.25,34.3167,9557,226,-127,87,26,35,72.543053,7,87.07,141.93,72.315696,13.2213,1.12399995
"7015",41.6833,2.8,5312,276,53,108,27,33,95.711113,10,0.12,271.82,73.542098,12.715499,0.70499998
"7024",41.6833,2.8,5312,276,53,108,27,33,95.711113,10,0.12,271.82,73.542098,12.715499,0.70499998
"7079",40.12,-8.25,4636,298,57,133,9,53,99.977776,9,0.12,336.7,70.098602,12.6756,1.06200004
"7152",51.5338,9.9355,6134,218,-32,79,38,23,66.27639,8,18.01,165.19,78.231201,13.040599,1.15999997
"7297",48.5479,9.11033,6383,231,-32,96,44,27,75.231941,8,16.73,179.54,81.276901,12.9236,1.14300001
"7381",48.0333,7.7667,6433,251,-10,103,46,26,74.638886,9,11.54,140.74,82.327301,12.9054,1.17900002
"7413",54.6833,25.3167,8313,224,-87,81,33,26,70.083336,7,52.01,150.37,81.693901,13.149999,1.10800004
"7176",50.5,7.5,5946,221,-18,75,47,15,68.619446,8,18.36,154.2,77.934097,13.001199,1.01999998
"7352",60.0585,23.2982,7945,214,-90,74,29,31,72.163887,6,56.09,164.57,76.354301,13.458499,1.16600001
"7117",51.5105,9.68253,6142,214,-31,85,50,18,66.27639,8,18.27,171.66,78.1194,13.040599,1.27900004
"7172",52.1444,9.37827,5967,216,-24,80,49,16,66.05278,8,18.19,153.79,77.041496,13.061499,1.18099999
"7168",38.714649,69.706131,8752,320,-62,134,2,72,98.955559,3,10.09,247.68,79.923103,12.6498,0.796
"7423",49.2,16.6166,7321,246,-49,75,23,42,74.837502,8,27.66,187.13,74.044799,12.9426,0.70499998
"7425",49.2,16.6166,7321,246,-49,75,23,42,74.837502,8,27.66,187.13,74.044799,12.9426,0.70499998
"7223",50.3833,8.0666,6228,233,-18,63,39,15,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7239",41.59,2.49,5347,268,47,99,36,24,95.711113,10,0.09,298.29,64.327903,12.715499,0.71399999
"7276",50.2,8.5833,6409,237,-23,69,42,14,68.24028,9,18.6,195.94,79.9151,12.980999,1.02400005
"7281",53.1667,8.2,5748,212,-17,80,44,17,69.125,8,12.02,184.07,79.372703,13.105799,1.26699996
"7287",53.3422,8.42255,5800,213,-16,81,39,18,69.125,8,12.59,196.49,78.482002,13.105799,1.29200006
"7292",38.07,13.22,5873,268,37,81,8,54,110.655556,7,0,357.69,45.990299,12.637399,0.51800001
"7299",47.04,10.51,5207,82,-115,168,96,19,83.3125,5,30.56,160.18,61.109001,12.8694,1.52100003
"7303",41.5,2.25,5313,273,53,86,32,26,95.711113,8,0.19,310.54,64.327903,12.715499,0.59200001
"7309",50.7167,7.1,5756,231,-6,77,47,16,68.619446,9,15.51,149.52,82.069503,13.001199,1.13499999
"7328",41.7833,3.03333,5119,276,57,102,21,35,102.388886,10,0.12,271.82,74.665802,12.715499,0.726
"7406",52.3,9.3,5967,217,-23,79,47,16,66.05278,8,15.29,180.36,77.041496,13.061499,1.26999998
"7242",47.6166,7.6666,6272,243,-10,101,48,26,78.190277,8,13.58,196.47,82.327301,12.8872,1.19000006
"7462",49,15,7016,232,-54,97,37,36,75.006943,8,27.63,155.91,76.111099,12.942299,0.95700002
"6094",55.6494,13.2147,6174,203,-26,67,34,21,71.57222,8,16.05,154.32,71.894096,13.199299,1.07799995
"6109",55.7936,13.1233,6200,203,-29,69,34,22,71.57222,8,20.43,171.37,71.894096,13.199299,1.09599996
"6112",55.7967,13.1044,6173,203,-29,69,35,22,71.57222,8,20.43,171.37,71.894096,13.199299,1.09599996
"6169",62.8714,18.3447,8650,203,-130,75,38,24,74.995834,6,40.96,110.77,86.811302,13.8688,1.39600003
"6202",55.7717,14.1206,6144,199,-27,68,35,20,79.0625,8,20.22,181.7,70.9589,13.196999,1.05599999
"6203",55.7714,14.1208,6144,199,-27,68,35,20,79.0625,8,20.22,181.7,70.9589,13.196999,1.05599999
"5331",51.1,0.4,4761,218,10,76,43,21,71.040276,10,3.44,103.07,80.11,13.020199,1.36399996
"6318",49.2771,16.6314,7124,228,-58,85,28,40,74.837502,8,27.66,187.13,74.044799,12.942899,0.70499998
"4879",50.3,-4.9,4159,197,27,123,57,28,77.316666,14,2.01,193.01,82.001098,12.9806,1.88
"4927",50.3,-4.8,4175,198,28,122,57,28,77.316666,14,2.01,193.01,82.001098,12.9806,2.084
"4935",50.327643,-4.601173,4090,196,27,121,58,27,77.316666,14,2.16,222.58,81.174697,12.9806,2.19
"4862",50.3,-4.9,4159,197,27,123,57,28,77.316666,14,2.01,193.01,82.001098,12.9806,1.88
"7353",52.08,4.3,5227,206,3,85,44,20,76.09861,9,5.46,245.17,79.236999,13.061499,1.31400001
"7384",52.0333,5.55,5452,214,-7,74,47,14,76.09861,9,8.92,188.8,79.4533,13.040599,1.24300003
"81",45,1.75,5577,271,9,79,49,12,82.765274,9,4.5,196.49,78.367698,12.803,1.03900003
"373",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"383",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"5678",54.6,-3.1,4535,184,-10,117,63,22,60.227779,8,5.12,207.64,80.364997,13.152799,6.41300011
"957",42.1167,12.4833,6052,301,27,111,25,34,87.623611,10,0.13,257.26,63.8773,12.7292,0.87099999
"5805",53.2,-1.4,4722,209,7,72,53,9,62.997223,9,6.76,62.8,81.239898,13.1055,1.41400003
"4997",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"1002",55.3833,14.05,6141,201,-22,63,32,21,79.0625,8,18.58,188.39,71.308601,13.196999,0.97100002
"6449",49.3853,16.2544,6974,222,-59,87,30,40,74.837502,8,32.73,182.5,74.044799,12.961799,0.89600003
"9077",38.7406,48.6131,7659,329,-7,130,18,47,89.076386,4,8.17,271.49,78.937599,12.6499,0.79500002
"9104",41.8296,46.2831,8221,301,-28,109,31,36,93.955559,8,13.85,236.55,82.407699,12.7292,0.75700003
"9152",38.8158,-4.125,6928,340,4,63,5,46,100.25,7,0.65,261.84,60.7844,12.6499,0.41299999
"9165",50.4625,30.5411,9015,252,-78,84,36,27,76.270836,8,33.58,179.82,80.529998,13.0003,0.83899999
"9179",44.5656,34.3217,7304,268,-24,75,36,22,83.144447,6,12.63,206.66,66.298896,12.803099,0.99199998
"6996",51.2167,4.4,5476,221,-1,77,49,12,69.599998,9,6.69,198.44,79.524101,13.020199,1.14100003
"7008",52,5.675,5432,214,-7,75,48,14,69.599998,9,8.9,185.86,79.4533,13.040599,1.22500002
"6729",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"7092",49.416,2.823,5518,235,0,59,42,10,71.050003,9,9.99,208.73,82.739601,12.9624,0.94199997
"7164",55.675,12.5686,6175,210,-19,67,33,20,71.57222,8,17.21,206.19,72.172401,13.2003,0.99699998
"7169",54.4175,9.88682,5858,204,-18,83,47,19,70.847221,8,11.78,219.02,76.252197,13.1497,1.38100004
"7181",50.927,11.587,6219,229,-24,77,31,29,68.041664,8,21.51,110.17,78.773803,13.0008,0.93599999
"7252",54.6167,-2.3,4539,164,-30,146,83,20,60.227779,7,10.05,166.05,79.730003,13.1538,3.59100008
"7446",61.36,34.15,9455,204,-154,91,26,35,68.798615,6,105.79,137.17,75.2667,13.6455,1.34800005
"7270",52.24,4.45,5232,205,2,87,44,21,76.09861,9,6.06,228.84,79.236999,13.061499,1.278
"7483",51.2878,0.0565,4893,215,0,73,47,15,71.040276,10,5.46,219.83,78.472,13.020199,1.29799998
"7316",51.9667,5.56667,5410,212,-8,76,49,14,69.599998,9,8.9,185.86,79.4533,13.040599,1.21599996
"7351",56.4278,-5.23439,4369,186,4,213,88,29,60.950001,8,4.95,116.98,83.167503,13.2468,5.83400011
"7391",51.9666,5.6666,5465,215,-6,75,48,14,69.599998,9,8.9,185.86,79.4533,13.040599,1.21599996
"1",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"392",46.65,0.166667,5408,247,8,78,47,15,76.254166,8,4.76,210.94,78.076301,12.8694,1.02999997
"379",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"380",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"267",45.5333,4.85,6354,265,-12,86,54,17,80.281944,9,9.18,220.65,81.627502,12.819,0.995
"5742",51.3,1.1,4758,212,14,68,37,18,71.040276,12,3.48,111.54,79.939697,13.0205,1.24100006
"5056",51.3,0.5,4780,218,10,67,39,17,71.040276,10,3.41,177.22,80.103698,13.020299,1.17299998
"5122",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"5158",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"5832",56.3333,15.9667,6495,211,-31,62,32,21,70.53611,7,27.94,164.21,72.152702,13.2213,0.92500001
"6994",45.9,6.13028,6594,259,-28,96,66,10,84.53611,8,9.5,213.09,82.149002,12.835399,1.30799997
"7002",51.3333,6.1,5662,225,-3,76,49,13,68.126389,9,9.92,202.55,80.519897,13.0204,1.12100005
"7026",54.4,-3.2667,4525,190,-2,107,56,23,60.227779,9,5.12,207.64,81.769401,13.152799,6.8829999
"6730",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"7075",43.3779,2.54038,5735,264,7,83,38,17,82.176392,10,3.53,258.6,72.998497,12.757699,0.95599997
"7126",60.1997,24.5682,8034,212,-90,78,31,31,71.818054,6,46.66,135.44,76.600196,13.52,1.22000003
"7227",50.3833,8.0666,6228,233,-18,63,39,15,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7229",50.3833,8.0666,6228,233,-18,63,39,15,68.24028,8,19.41,182.44,79.509201,12.981499,0.93900001
"7449",61.36,34.15,9455,204,-154,91,26,35,68.798615,6,105.79,137.17,75.2667,13.6455,1.34800005
"6847",51.4083,-0.6383,5234,225,-3,71,43,14,65.756943,9,3.68,67.89,80.225196,13.020199,1.05900002
"6953",49.42,16.36,7083,227,-57,85,28,41,74.837502,8,32.73,182.5,74.044799,12.961799,0.85799998
"7320",49.4424,1.09849,5102,233,8,71,43,14,70.772224,10,8.32,218.06,82.267997,12.9617,1.08500004
"7354",56.5,14.9,6465,205,-41,71,37,20,70.53611,7,25.69,177.37,70.939796,13.2468,1.06799996
"7283",44.7203,22.3955,7795,279,-33,84,39,26,78.612503,8,14.19,216.4,84.271697,12.803,0.85799998
"2",45.2667,1.48333,5489,256,0,95,58,12,78.943054,9,4.29,198.58,78.367698,12.819,1.15499997
"386",46.6667,4.11667,6050,246,-6,81,49,17,80.318054,9,8.52,184.64,81.849998,12.8695,0.963
"6190",55.7686,14.1381,6140,198,-27,68,35,20,79.0625,8,20.22,181.7,70.9589,13.196999,1.05599999
"5785",54.7,-2.9,4547,180,-15,119,65,21,60.227779,8,5.72,193.49,80.364997,13.152799,2.82999992
"4802",50.4,-4.9,4311,195,21,127,61,28,77.316666,14,2.01,193.01,78.408798,12.9806,1.972
"5116",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"5202",51.3,0.4,4813,218,9,68,40,17,71.040276,10,3.41,177.22,80.103698,13.020199,1.17299998
"7071",48.0717,1.33867,5544,241,1,63,47,9,71.686111,8,8.78,202.7,79.526,12.9052,0.85900003
